Device:,rrqm/s,wrqm/s,r/s,w/s,rMB/s,wMB/s,avgrq-sz,avgqu-sz,await,r_await,w_await,svctm,%util
dm-1,0,0,204,3,28.91,0.01,286.13,19.33,87.04,88.12,13.73,5.24,108.56
sda,379.8,1126.2,143.4,216.8,10.53,5.25,89.7,14.34,42.52,90.65,10.68,2.44,87.82
dm-0,0,0,434.6,1335.8,1.7,5.22,8,39.66,22.76,44.13,15.8,0.5,87.82
dm-1,0,0,95.4,7.2,9.57,0.03,191.58,9.69,103.2,110.91,1.06,4.74,48.66
sda,386.8,247.2,83.2,39,5.58,1.12,112.41,6.03,57.25,60.66,49.96,7.76,94.82
dm-0,0,0,443,273.2,1.73,1.07,8,49.43,69.05,33.78,126.24,1.32,94.82
dm-1,0,0,16.4,12.6,2.31,0.06,167.52,2.48,118.63,191.07,24.35,11.99,34.78
sda,406.2,0.2,75.2,14.6,3.28,0.06,76.37,3.12,34.87,41.59,0.25,11.13,99.94
dm-0,0,0,465.4,0,1.82,0,8,14.96,32.37,32.37,0,2.08,96.98
dm-1,0,0,15.8,14.8,1.46,0.06,102.01,1.24,40.51,78.23,0.24,11.2,34.26
sda,208.8,558.4,41.6,36.6,4.08,2.32,167.75,6.09,77.9,69.13,87.85,12.74,99.64
dm-0,0,0,239.6,590.4,0.94,2.31,8,66.98,80.72,35.11,99.23,1.2,99.4
dm-1,0,0,10.8,4.6,3.15,0.02,420.68,1.8,116.82,166.43,0.35,16.06,24.74
sda,235.2,0.2,42.2,3.6,2.19,0.02,98.55,1.36,29.53,32.03,0.17,21.74,99.56
dm-0,0,0,268.8,0,1.05,0,8,7.96,29.49,29.49,0,3.7,99.56
dm-1,0,0,8.6,3.8,1.14,0.02,190.58,0.36,29.15,41.95,0.16,2.76,3.42
sda,234.2,117.4,79,81.8,2.86,0.78,46.33,4.33,26.88,32.72,21.24,6.19,99.6
dm-0,0,0,271.4,166.4,1.06,0.65,8,14.14,32.27,28.18,38.95,2.01,87.84
dm-1,0,0,63.2,32.8,1.8,0.13,41.12,2.41,25.07,37.88,0.38,1.78,17.04
sda,237,0,121,50.2,5.87,0.2,72.6,6.04,35.29,49.62,0.74,4.46,76.28
dm-0,0,0,277.8,0,1.09,0,8,8.97,32.51,32.51,0,2.71,75.26
dm-1,0,0,83.4,50.2,4.77,0.2,76.3,4.67,34.97,55.58,0.74,2.58,34.42
sda,156.6,1595,58.8,104,2.77,6.63,118.24,10.56,64.84,75.57,58.77,4.68,76.18
dm-0,0,0,186,1682.2,0.73,6.57,8,97.42,52.14,51.54,52.2,0.38,70.38
dm-1,0,0,39.4,16.6,2.05,0.06,77.09,3.56,63.57,85.07,12.55,7.22,40.44
sda,453.4,0.4,66.4,19.8,2.02,0.08,50.06,1.25,14.22,18.07,1.32,11.49,99.04
dm-0,0,0,519.8,0,2.03,0,8,9.54,18.03,18.03,0,1.9,99.02
dm-1,0,0,0.2,20.2,0,0.08,8.31,0.03,1.29,1,1.3,0.94,1.92
sda,229,0.8,44.2,20.2,2.17,0.08,71.68,1.17,18.52,26.19,1.75,6.41,41.28
dm-0,0,0,264,0,1.03,0,8,5.25,20.45,20.45,0,1.55,41.02
dm-1,0,0,9.6,21,1.13,0.08,81.41,0.49,16.12,47.67,1.7,3.82,11.7
sda,154.2,0,33.6,43.4,1.02,0.17,31.52,1.41,18.15,39.99,1.25,4.72,36.32
dm-0,0,0,177.4,0,0.69,0,8,5.81,31.97,31.97,0,1.97,34.96
dm-1,0,0,10.4,43.4,0.33,0.17,18.74,0.65,12.13,57.58,1.24,0.78,4.18
sda,188.2,0.2,28.6,24.4,0.85,0.1,36.8,0.83,16.03,28.81,1.06,8.71,46.14
dm-0,0,0,216.4,0,0.85,0,8,6.16,29.23,29.23,0,2.12,45.9
dm-1,0,0,0.2,24.6,0,0.1,8.32,0.03,1.17,16,1.05,0.81,2.02
sda,54.8,564.2,7.8,97.8,0.24,2.6,55,0.71,6.35,67.21,1.5,3.56,37.64
dm-0,0,0,63.4,611,0.25,2.39,8,6.43,9.42,65.36,3.62,0.52,35.14
dm-1,0,0,0,51.2,0,0.21,8.5,0.05,0.86,0,0.86,0.69,3.52
sda,21.6,1.2,39.2,43.8,1.49,0.18,41.19,2.83,34.61,67.19,5.45,3.22,26.76
dm-0,0,0,25.2,0,0.1,0,8,0.93,40.02,40.02,0,5.28,13.3
dm-1,0,0,35,44.4,1.38,0.18,40.34,2.68,33.85,69.6,5.66,1.88,14.96
sda,132.2,2034.8,161.2,162.6,7.82,8.58,103.73,14.62,44.05,81.26,7.16,3.09,100
dm-0,0,0,151.4,2181.2,0.59,8.52,8,41.79,17.55,60.35,14.58,0.34,79.32
dm-1,0,0,166.2,16,7.5,0.06,85.07,13.8,74.39,80.42,11.76,5.38,97.96
sda,87.8,1495.2,169.6,242.2,10.64,6.45,84.98,27.23,63.48,87.77,46.46,2.43,99.88
dm-0,0,0,103,1716.8,0.4,6.71,8,76.77,38.19,72.39,36.14,0.35,64.14
dm-1,0,0,155.6,43.2,10.09,0.18,105.79,15.14,71.73,88.99,9.58,4.98,98.96
sda,5.4,3605.8,25.6,922,0.96,18.29,41.6,144.6,153.87,767.07,136.84,1.05,99.74
dm-0,0,0,6.2,4521,0.02,17.66,8,767.62,171.01,413.06,170.68,0.21,94.02
dm-1,0,0,22.8,49.2,0.8,0.2,28.42,24.53,353.17,838.84,128.11,13.85,99.72
sda,88.24,1847.84,809.22,337.45,65.28,9.27,133.15,62.59,54.32,49.56,65.74,0.94,107.96
dm-0,0,0,102.16,2107.25,0.4,8.23,8,280.14,126.79,75.34,129.28,0.32,71.12
dm-1,0,0,845.69,78.24,65.36,1.05,147.21,46.87,50.4,53.89,12.74,1.1,101.24
sda,280.6,671,158.6,481.6,7.16,14.14,68.13,11.12,18.09,49.16,7.86,1.41,90.54
dm-0,0,0,363.8,104,1.42,0.41,8,11.69,25.03,31.27,3.21,1.81,84.84
dm-1,0,0,75.6,1048.4,5.71,13.72,35.4,13.53,12.47,69.32,8.37,0.6,67.3
sda,109,446.4,135,423.8,8.34,14.32,83.05,46.52,79.95,155.97,55.73,2.01,112.4
dm-0,0,0,149.6,0,0.58,0,8,12.29,81.99,81.99,0,6.65,99.46
dm-1,0,0,96.4,869.6,8.38,14.32,48.13,84.36,85.4,183.52,74.52,0.91,87.52
sda,66.4,311.6,92.2,251.6,6.42,5.62,71.73,16.88,53.08,147.21,18.59,1.93,66.28
dm-0,0,0,88.6,7.6,0.35,0.03,8,6.58,68.57,60.88,158.13,5.75,55.28
dm-1,0,0,69,555,5.83,5.59,37.49,20.19,34.54,180.34,16.42,0.94,58.62
sda,162.8,875.6,172.2,443.4,9.13,10.13,64.1,22.08,36.6,88.69,16.37,1.54,95.04
dm-0,0,0,197.8,461,0.77,1.8,8,47.19,71.65,49.82,81.02,1.22,80.42
dm-1,0,0,173.2,855.2,7.98,8.34,32.49,20.85,20.75,100.86,4.53,0.89,91.16
sda,55.2,1023.4,300,574.4,28.53,19.4,112.25,14.36,16.28,39.2,4.31,1.05,91.94
dm-0,0,0,70.8,458.8,0.28,1.79,8,10.5,19.82,47.13,15.61,0.85,44.9
dm-1,0,0,284.8,1109,28.65,17.61,67.97,13.68,9.71,38.06,2.42,0.65,90.94
sda,641.6,251,273.6,19.4,28.45,1.05,206.21,11,37.53,39.13,15.03,3.44,100.82
dm-0,0,0,748,259.2,2.92,1.01,8,14.23,14.09,16.41,7.41,0.99,99.94
dm-1,0,0,172.6,11,25.14,0.04,280.93,9.56,52.04,53.97,21.64,4.57,83.94
sda,1096.6,533.6,331.4,155,17.17,2.7,83.65,14.66,30.12,38.56,12.09,1.98,96.36
dm-0,0,0,1296.6,635.8,5.06,2.48,8,31.09,16.07,18.6,10.91,0.5,96.36
dm-1,0,0,145.4,53.4,11.91,0.22,124.91,10.31,51.82,65.94,13.37,2.27,45.04
sda,903.8,492.4,341,427.4,12.95,3.61,44.14,11.29,14.95,26.46,5.78,1.28,98.04
dm-0,0,0,1144.6,837.6,4.47,3.27,8,16.41,8.31,9.49,6.69,0.44,87.84
dm-1,0,0,100.4,81.4,8.25,0.33,96.76,7.51,42.28,73.17,4.18,3.37,61.18
sda,26.4,108.4,35.8,13.6,3.47,0.47,163.53,2.17,44.41,58.41,7.54,7.69,37.98
dm-0,0,0,33.6,115.6,0.13,0.45,8,3.78,25.08,33.54,22.62,1.01,15.14
dm-1,0,0,28.6,6.4,3.28,0.02,193.05,1.88,54.28,65.05,6.16,8.46,29.6
sda,214.8,0,107.2,4,4.01,0.02,74.23,4.26,38.26,39.64,1.05,6.58,73.16
dm-0,0,0,273.4,0,1.07,0,8,7.15,26.12,26.12,0,2.2,60.06
dm-1,0,0,50,4,2.94,0.02,112.36,2.9,53.73,57.94,1.05,5.26,28.38
sda,152.2,116.2,69.4,148.4,2.22,1.04,30.69,5.58,25.62,76.03,2.04,4.57,99.64
dm-0,0,0,208.8,253,0.82,0.99,8,9.08,19.61,40.5,2.38,2.12,97.92
dm-1,0,0,12.2,11.6,1.41,0.05,125.65,3.53,148.48,286.48,3.34,17.5,41.64
sda,172,0.4,101.4,27.2,1.74,0.12,29.56,2.83,21.94,26.99,3.1,7.73,99.38
dm-0,0,0,238.6,0,0.93,0,8,5.58,23.37,23.37,0,3.88,92.62
dm-1,0,0,35,27.6,0.8,0.12,30.19,1.52,24.35,40.96,3.29,3.1,19.4
sda,58.2,0.4,15,24.6,0.46,0.11,29.37,0.45,10.98,27.69,0.79,7.93,31.42
dm-0,0,0,69.4,0,0.27,0,8,1.72,24.89,24.89,0,3.56,24.74
dm-1,0,0,3.6,26.4,0.19,0.11,20.69,0.16,4.43,31.5,0.74,3.15,9.44
sda,330.8,255.4,68,72.2,2.02,1.28,48.29,1.69,12.25,21.85,3.21,4.83,67.76
dm-0,0,0,384,311,1.5,1.21,8,6.73,9.74,14.96,3.29,0.94,65.42
dm-1,0,0,14.6,15,0.52,0.06,40.12,0.73,25.62,44.4,7.35,4.66,13.8
sda,6.6,813.2,20.8,174.6,1.39,3.86,54.94,10.98,51.32,67.38,49.41,0.85,16.7
dm-0,0,0,10.8,977.4,0.04,3.82,8,56.26,56.93,35.5,57.17,0.14,14.32
dm-1,0,0,22.4,10.4,1.94,0.04,123.37,2.34,42.1,59.06,5.56,3.09,10.14
sda,11.2,0.8,14,36.4,1.36,0.16,61.81,4.17,101.73,359.73,2.5,7.78,39.2
dm-0,0,0,14,0,0.05,0,8,0.69,49.59,49.59,0,8.59,12.02
dm-1,0,0,6.6,37.2,0.72,0.16,40.8,4.03,113.94,742.27,2.46,7.37,32.28
sda,46.6,0,38,28.6,1.07,0.12,36.52,1.6,24.05,41.54,0.82,5.33,35.48
dm-0,0,0,69.6,0,0.27,0,8,1.71,24.28,24.28,0,4.41,30.66
dm-1,0,0,15.2,28.6,0.8,0.12,43.11,1.1,25.19,71.03,0.83,1.34,5.88
sda,284.2,0.6,96.2,11.2,1.48,0.05,29.26,1.53,14.23,15.24,5.61,9.09,97.6
dm-0,0,0,381,0,1.49,0,8,6.42,16.84,16.84,0,2.56,97.62
dm-1,0,0,0,11.8,0,0.05,8.81,0.06,5.36,0,5.36,5.03,5.94
sda,582.6,0.6,179.6,22.2,2.98,0.1,31.21,2.74,13.6,14,10.38,4.95,99.84
dm-0,0,0,761.6,0,2.97,0,8,12.74,16.75,16.75,0,1.31,99.82
dm-1,0,0,0,22.8,0,0.1,8.56,0.23,10.11,0,10.11,2.34,5.34
sda,253,286.8,116.2,229.2,2.01,2.02,23.9,6.93,20.04,53.56,3.04,2.83,97.58
dm-0,0,0,345.4,480.2,1.35,1.88,8,8.78,10.52,17.46,5.53,1.18,97.26
dm-1,0,0,23.8,35.6,0.66,0.15,27.79,5.13,86.41,204.69,7.33,3.42,20.34
sda,121,0,54.8,10.6,1.61,0.04,51.89,3.51,53.92,61.22,16.19,10.63,69.52
dm-0,0,0,151.6,0,0.59,0,8,4.68,31.54,31.54,0,4.37,66.24
dm-1,0,0,24.2,10.6,1.02,0.04,62.67,2.71,77.74,104.71,16.17,3.32,11.54
sda,274,475,81.4,287.6,1.46,2.98,24.61,7.14,19.35,19.62,19.28,2.44,90.16
dm-0,0,0,354.8,752.2,1.39,2.94,8,21.93,19.81,20.69,19.39,0.81,90.06
dm-1,0,0,0.6,10.4,0.06,0.04,19.64,0.09,8.36,75.33,4.5,8.31,9.14
sda,513.2,733.2,246.8,344.6,6.35,4.21,36.56,6.8,11.3,18.34,6.26,1.72,101.84
dm-0,0,0,712,1065.4,2.78,4.16,8,18.89,10.62,15.06,7.65,0.57,101.44
dm-1,0,0,49,12.4,4.04,0.05,136.31,2.75,42.77,52.07,6.03,4.14,25.4
sda,271.2,129.2,159.8,80.4,4.97,0.83,49.47,6.21,26.38,36.35,6.55,3.97,95.26
dm-0,0,0,382.2,181.8,1.49,0.71,8,7.61,13.53,14.29,11.92,1.65,92.94
dm-1,0,0,47.8,27.8,3.01,0.12,84.8,4.36,59.34,92.23,2.78,4.32,32.64
sda,138,0.2,77.6,6.2,0.86,0.03,21.71,1.08,12.85,13.79,1.13,8.06,67.54
dm-0,0,0,214.8,0,0.84,0,8,3.58,16.68,16.68,0,3.15,67.56
dm-1,0,0,1,6.4,0.02,0.03,13.19,0.02,2.68,12.8,1.09,1.3,0.96
sda,36,1140.4,64.6,391.8,2.7,6,39.01,42.53,92.98,193.42,76.42,2.21,101.08
dm-0,0,0,58.6,1508.4,0.23,5.89,8,136.04,86.8,114.99,85.71,0.65,101.08
dm-1,0,0,43.2,23.6,2.94,0.1,93.24,12.3,178.17,241.94,61.44,10.85,72.5
sda,313,0.8,167.8,35.4,6.16,0.15,63.62,9.48,46.9,55.5,6.15,4.75,96.5
dm-0,0,0,427.8,0,1.67,0,8,8.98,20.68,20.68,0,2.25,96.44
dm-1,0,0,52,36.4,4.03,0.15,96.83,6.92,78.83,129.8,6.01,2.6,22.96
sda,294.2,17.4,150.8,14,5.09,0.13,64.77,5.89,35.83,35.29,41.67,5.92,97.6
dm-0,0,0,402,19.6,1.57,0.08,8,10.98,26.27,25.3,46,2.3,96.8
dm-1,0,0,42.8,11.6,3.51,0.05,133.97,2.73,50.21,52.55,41.57,4.26,23.18
sda,698.8,436.2,168.8,312.8,5.09,2.94,34.16,7.11,14.24,33.8,3.69,1.69,81.34
dm-0,0,0,825.6,695,3.23,2.71,8,15.37,9.77,16.14,2.21,0.53,81.26
dm-1,0,0,43,54,2.34,0.23,54.25,4.63,46.43,89.27,12.33,4.01,38.92
sda,917,261.4,365.4,134.2,9.02,1.54,43.29,9.54,19.65,24.89,5.39,1.62,81.08
dm-0,0,0,1212.2,394,4.74,1.54,8,10.11,6.66,7.27,4.76,0.5,80.64
dm-1,0,0,69.8,1.6,3.81,0,109.31,7.32,104.2,105.28,57.25,4.66,33.3
sda,249.8,0,147,2,3.48,0,47.83,1.82,12.21,12.29,6.6,2.78,41.44
dm-0,0,0,385.6,0,1.51,0,8,1.86,4.83,4.83,0,0.86,33.28
dm-1,0,0,10.8,2,1.96,0,314.88,1.3,101.27,118.8,6.6,14.89,19.06
sda,5.8,1,13.8,29.8,0.35,5.32,266.15,0.47,10.74,27.8,2.85,2.1,9.14
dm-0,0,0,6.8,0,0.03,0,8,0.19,27.59,27.59,0,3.91,2.66
dm-1,0,0,13,30.6,0.34,5.32,265.56,0.45,10.18,27.45,2.84,1.63,7.1
sda,5,1.6,15.4,63.4,0.97,12.54,351.05,1.5,12.7,55.56,2.29,2.58,20.3
dm-0,0,0,6.6,0,0.03,0,8,0.22,33.39,33.39,0,6.12,4.04
dm-1,0,0,18,65,1.12,12.54,336.98,1.46,11.57,45.11,2.28,1.96,16.26
sda,92.6,1.4,99.6,51.2,5.16,10.19,208.45,5.5,39.78,52.44,15.14,2.98,44.94
dm-0,0,0,118.4,0,0.46,0,8,1.73,14.64,14.64,0,1.91,22.64
dm-1,0,0,69.4,52.6,4.51,10.19,246.7,5.27,47.34,71.46,15.51,2.39,29.18
sda,187,2.4,69.6,33.2,1.74,6.37,161.65,1.3,12.63,16.56,4.4,7.75,79.7
dm-0,0,0,250.6,0,0.98,0,8,4.59,18.32,18.32,0,3.01,75.48
dm-1,0,0,6.2,35.6,0.77,6.37,349.63,0.4,9.63,40.19,4.31,2.02,8.46
sda,66.8,22.4,34.4,93.2,0.69,20.27,336.48,6.16,41.78,60.19,34.99,6.6,84.22
dm-0,0,0,97.8,0,0.38,0,8,3.61,36.87,36.87,0,7.11,69.52
dm-1,0,0,4.8,115.6,0.35,20.27,350.72,7.56,55.9,275.92,46.76,2.29,27.54
sda,206,149.4,307.6,23.4,24.69,2.48,168.11,20.6,64.74,64.43,68.86,2.92,96.7
dm-0,0,0,249.6,157.6,0.97,0.62,8,27.35,67.17,22.49,137.93,1.54,62.56
dm-1,0,0,263.6,15.2,23.68,1.86,187.65,20.31,75.83,72.34,136.36,2.75,76.7
sda,38.2,0,53,2.4,4.24,0.01,156.9,2.73,49.35,50.41,26.08,6.32,35.04
dm-0,0,0,45.8,0,0.18,0,8,1.72,37.69,37.69,0,4.67,21.4
dm-1,0,0,44.8,2.2,4.05,0.01,176.97,2.46,52.25,53.42,28.45,4.88,22.94
sda,8.4,0,1.4,1,0.23,0,199.33,3.77,359.75,516.71,140,265.5,63.72
dm-0,0,0,9.6,0,0.04,0,8,3.8,195.17,195.17,0,49.52,47.54
dm-1,0,0,1.6,1.2,0.8,0,586.86,3.29,224.71,305.75,116.67,177.79,49.78
sda,4.2,0,21.8,0.2,2.02,0,188.15,12.49,693.07,650.53,5330,45.45,100
dm-0,0,0,5,0.2,0.02,0,8,12.53,2780.19,2891.4,0,170.81,88.82
dm-1,0,0,23.2,0,1.82,0,160.83,10.43,558.11,512.16,0,43.11,100.02
sda,11.4,0,9,1.6,1.48,0,287.4,4.03,343.87,363,236.25,48.17,51.06
dm-0,0,0,13.6,0,0.05,0,8,4.39,277.06,274.79,0,35.24,47.92
dm-1,0,0,4,1.6,1.31,0,480.29,3.34,541.07,670.7,217,71.57,40.08
sda,23.8,0,36.4,2,1.64,0,87.62,7.52,209.6,215.84,96,11.92,45.78
dm-0,0,0,27.6,0.2,0.11,0,8,3.88,161.55,162.13,82,12.88,35.8
dm-1,0,0,32.2,1.6,1.24,0,75.17,7.01,220.73,226.25,109.75,10.44,35.3
sda,31,0.4,16.2,3.2,0.99,0.02,106.23,1.05,52.82,57.96,26.81,33.75,65.48
dm-0,0,0,45.4,0,0.18,0,8,3.03,66.42,66.42,0,13.96,63.38
dm-1,0,0,1.6,3.6,0.8,0.02,321.85,0.18,35.19,60.75,23.83,20.5,10.66
sda,6.2,0,3,4.6,0.04,0.02,16.71,0.16,24.66,60.07,1.57,12.76,9.7
dm-0,0,0,8,0,0.03,0,8,0.49,64.95,64.95,0,10.82,8.66
dm-1,0,0,1,4.2,0.01,0.02,11.81,0.05,9.69,43.2,1.71,2.88,1.5
sda,76.6,0,20.8,0.8,0.47,0.01,45.11,1.09,49.71,51.45,4.5,32.18,69.5
dm-0,0,0,97.8,0,0.38,0,8,4.99,50.11,50.11,0,7.03,68.78
dm-1,0,0,0.6,0.8,0.09,0.01,145.14,0.03,21.71,44.67,4.5,21.71,3.04
sda,49.4,0,31.4,0.4,0.72,0,46.14,1.85,58.73,59.46,1,29.63,94.22
dm-0,0,0,69,0,0.27,0,8,6.52,95.88,95.88,0,13.65,94.16
dm-1,0,0,11.6,0.4,0.44,0,75.33,0.68,56.8,58.72,1,9.58,11.5
sda,5.6,0,7.6,1.6,0.49,0,110.09,1.59,172.67,201.13,37.5,32.59,29.98
dm-0,0,0,6.4,0,0.03,0,8,1.95,304.25,304.25,0,38.03,24.34
dm-1,0,0,6.8,1.6,0.47,0,114.48,1.35,160.14,189,37.5,11.24,9.44
sda,51.2,0,7.6,2,0.23,0,49.83,0.08,8.54,9.76,3.9,5.4,5.18
dm-0,0,0,58.8,0,0.23,0,8,0.52,8.89,8.89,0,0.87,5.1
dm-1,0,0,0,2,0,0,4,0.01,3.9,0,3.9,3.9,0.78
sda,1.4,0.2,0.2,3.4,0.01,0.01,11.56,0,0.83,10,0.29,0.83,0.3
dm-0,0,0,1.6,0,0.01,0,8,0.02,10,10,0,1.25,0.2
dm-1,0,0,0,3.6,0,0.01,8,0,0.28,0,0.28,0.28,0.1
sda,9.2,0.4,2.2,3.6,0.05,0.01,23.1,0.08,13.66,33.27,1.67,9.79,5.68
dm-0,0,0,10.6,0,0.04,0,8,0.37,35.23,35.23,0,4.62,4.9
dm-1,0,0,0.8,3.8,0.01,0.01,10.7,0.03,6.57,30.25,1.58,2.7,1.24
sda,37.75,1219.57,215.61,121.94,16.82,5.1,132.97,47.96,116.51,114.09,120.79,1.42,47.83
dm-0,0,0,41.11,1347.83,0.16,5.26,8,144.21,91.71,27.61,93.66,0.24,33.24
dm-1,0,0,242.49,24.11,17.68,0.1,136.59,29.02,101.97,106.14,60.09,1.78,47.53
sda,393.96,273.24,207.24,141.05,14.99,1.78,98.63,72.44,233.22,151.52,353.27,2.28,79.28
dm-0,0,0,458.95,365.79,1.79,1.43,8,157.52,211.77,18.63,454.11,0.89,73.12
dm-1,0,0,132.8,18.31,12.16,0.08,165.89,30.26,212.6,228.03,100.68,4.96,74.99
sda,280.2,107,88.6,53.8,4.21,0.8,72.16,3.21,22.46,25.28,17.81,4.36,62.1
dm-0,0,0,331.6,133.4,1.3,0.52,8,6.95,14.95,10.32,26.46,0.89,41.2
dm-1,0,0,37.6,27.4,2.93,0.28,101.32,1.88,28.77,47.41,3.18,5.88,38.24
sda,30.4,802,137.2,622.6,8.14,15.91,64.82,36.33,47.66,149.52,25.21,1.35,102.92
dm-0,0,0,37.6,525.8,0.15,2.05,8,22.05,39.06,104.44,34.38,1.11,62.42
dm-1,0,0,130.6,898.8,8,13.86,43.48,46.18,44.74,150.14,29.43,0.71,72.78
sda,147.13,1381.15,155.45,646.4,8.62,16.32,63.69,48.11,26.15,72.9,14.91,1.17,93.86
dm-0,0,0,178,946.58,0.7,3.7,8,11.22,9.16,29.1,5.42,0.69,77.91
dm-1,0,0,149.54,1107.95,9.82,13.75,38.38,112.76,31.48,71.3,26.1,0.64,79.98
sda,213.36,330.39,200.43,320.69,16.68,8.34,98.35,62.27,179.21,254.72,132.02,1.7,88.45
dm-0,0,0,248.06,157.54,0.97,0.62,8,30.58,78.12,40.29,137.69,2.17,88.15
dm-1,0,0,146.34,461.64,14.05,6.42,68.97,87.26,282.98,370.85,255.12,1.29,78.66
sda,339,336.4,88.6,290.8,3.05,9.45,67.47,7.81,22.13,47.52,14.39,2.52,95.72
dm-0,0,0,412.2,0,1.61,0,8,14.09,33.96,33.96,0,2.32,95.7
dm-1,0,0,13.6,627.2,0.98,9.45,33.33,9.4,15.62,123.74,13.27,0.7,44.66
sda,145.8,1935.8,84,959.6,6.73,20.28,53.01,12.42,11.84,67.41,6.98,0.96,99.98
dm-0,0,0,180.6,646.2,0.71,2.52,8,21.49,26.06,48.92,19.67,1.21,99.86
dm-1,0,0,50.6,2249.2,6.89,17.76,21.95,20.91,9.06,77.17,7.53,0.35,79.78
sda,163.73,514.9,347.06,58.04,44.33,2.26,235.54,29.18,71.76,75.14,51.57,2.55,103.41
dm-0,0,0,196.67,565.88,0.77,2.21,8,18.22,23.92,40.65,18.11,1.31,99.65
dm-1,0,0,322.55,6.67,43.08,0.05,268.27,28.39,85.91,84.07,174.79,3.14,103.35
sda,544.2,78.4,192.2,11,15.4,0.35,158.73,9.76,48.61,50.87,9.16,4.81,97.78
dm-0,0,0,638.4,81.4,2.49,0.32,8,17.11,23.32,25.35,7.39,1.36,97.78
dm-1,0,0,103.6,8,12.85,0.03,236.32,7.71,70.63,75.3,10.15,5.45,60.84
sda,925.4,458.8,188,137.4,7.47,2.34,61.76,8.31,25.8,36.57,11.06,3.04,98.78
dm-0,0,0,1072.2,559,4.19,2.18,8,20.86,12.97,14.03,10.94,0.61,98.78
dm-1,0,0,40.4,37.2,2.91,0.15,80.93,4.81,62.49,117.41,2.84,4.05,31.44
sda,500.8,0.6,87,24.8,3.38,0.1,63.84,3.28,29.28,33.27,15.31,8.94,100
dm-0,0,0,580.4,0,2.27,0,8,16.6,28.49,28.49,0,1.72,100
dm-1,0,0,7.4,25.2,1.12,0.1,76.83,1.13,34.54,100.03,15.31,6.04,19.68
sda,364.6,997.8,58.2,387,1.66,5.41,32.55,4.98,10.38,39.43,6.01,2.25,100
dm-0,0,0,421.6,1373.2,1.65,5.36,8,21.98,12.17,39.43,3.8,0.56,100
dm-1,0,0,1.8,11.8,0.15,0.05,29.53,1.31,71.9,57.22,74.14,26.47,36
sda,471.8,0.4,89.8,23,4.74,0.1,87.87,5.4,50.69,46.76,66.05,8.87,100
dm-0,0,0,549,0,2.14,0,8,18.33,33.41,33.41,0,1.82,100
dm-1,0,0,12.2,23.2,2.47,0.1,148.47,2.91,91.8,141.84,65.48,17.16,60.76
sda,427.8,0.2,158.4,18.6,5.02,0.08,59.02,7.79,43.45,46.99,13.31,5.65,100
dm-0,0,0,537.6,0,2.1,0,8,16.78,31.34,31.34,0,1.86,100
dm-1,0,0,48.4,21.2,2.92,0.09,88.48,5.32,74.6,102.16,11.69,5.53,38.48
sda,445,213.6,136.2,164.8,4.04,1.48,37.54,22.09,73.79,51.29,92.39,3.32,100
dm-0,0,0,532.6,371.8,2.08,1.45,8,40.63,43.49,34.51,56.36,1.11,100
dm-1,0,0,49.4,4.2,1.98,0.02,76.24,4.47,85.75,88.53,53.14,3.46,18.54
sda,396.8,529,94.8,259,1.94,3.08,29.04,4.46,12.65,41.08,2.24,2.83,100
dm-0,0,0,491,780.8,1.92,3.05,8,24.32,19.25,45.79,2.56,0.79,100
dm-1,0,0,0.2,7.2,0,0.03,8.86,0.02,2.38,64,0.67,2.22,1.64
sda,345,0.2,117.8,11.8,2.4,0.05,38.76,5.69,43.97,43.27,51.02,7.71,99.98
dm-0,0,0,434,0,1.7,0,8,13.99,32.25,32.25,0,2.3,99.98
dm-1,0,0,28.4,11.8,0.7,0.05,38.16,3.16,78.5,89.91,51.03,9.48,38.12
sda,350.6,0.8,87.6,39.4,1.79,0.17,31.57,2.55,19.87,26.12,5.96,7.87,100
dm-0,0,0,437.4,0,1.71,0,8,14.06,31.88,31.88,0,2.29,100
dm-1,0,0,0.8,40.4,0.08,0.17,12.39,0.29,6.77,54,5.83,2.48,10.22
sda,230.6,142.2,108.8,201.4,1.35,1.34,17.76,3.86,12.54,27.44,4.48,3.22,99.96
dm-0,0,0,339.2,339.6,1.32,1.33,8,17.12,25.43,46.82,4.06,1.47,99.96
dm-1,0,0,0.2,3.8,0.02,0.02,20.4,0.05,15.1,21,14.79,12.7,5.08
sda,509.8,233.2,191,405,2.74,2.49,17.97,3.31,5.51,12.26,2.33,1.68,99.94
dm-0,0,0,700.6,634,2.74,2.48,8,14.13,10.5,18.04,2.17,0.75,99.94
dm-1,0,0,0.2,4.2,0,0.02,7.64,0.06,12.95,1,13.52,12.95,5.7
sda,233.2,718.2,126,316.8,2.9,4.05,32.14,8.04,18.24,29.33,13.83,1.8,79.56
dm-0,0,0,315.4,1008.2,1.23,3.94,8,156.35,118.23,33.98,144.59,0.6,79.52
dm-1,0,0,43.4,26.8,1.66,0.11,51.69,3.13,44.54,42.5,47.84,4.84,33.96
sda,20,0.4,31.6,82.8,1.24,0.34,28.17,2.7,23.62,66.55,7.24,1.47,16.76
dm-0,0,0,28.6,0,0.11,0,8,0.53,18.41,18.41,0,2.8,8
dm-1,0,0,23,83.2,1.13,0.34,28.19,2.6,24.53,87.17,7.21,1.2,12.7
sda,25.6,1.4,8.4,21.4,0.13,0.09,15.41,0.26,8.86,29.6,0.72,5.83,17.36
